state_id,a1,a2,a3,m,gamma,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_formula_minus_verified_margin,recovery_alias_trigger_grid,recovery_alias_a1_grid,recovery_alias_m_grid,recovery_alias_gamma_grid,global_alias_margin_grid_verified,global_alias_margin_grid_formula,global_alias_trigger_grid
33039,0.05151107818819583,0.025,0.0,1.0057045973837375,0.3045816038007552,0.004056299469443571,0.004056299423480379,-4.596319158611806e-11,gamma_low,0.050230673781870766,1.032,0.25118864315095807,0.017516881485550397,0.017516881474611022,m_low
33040,0.05574456066824496,0.025,0.0,0.46528241336345677,0.014682872720092915,0.0004414509968976196,0.0004414510809642579,8.406663830774069e-11,gamma_high,0.05585210096348991,0.464,0.018197008586099836,0.0018427052626674265,0.0018427050348928415,gamma_high
33041,0.12676311084069314,0.025,0.0,1.0301792062819004,0.4237822484863455,0.008007860935556225,0.008007860818256251,-1.1729997355380828e-10,m_low,0.12988005895300556,1.0,0.47863009232263826,0.030487396280972214,0.03048739623151916,m_low
33042,0.1912820138037205,0.025,0.0,0.7804488219320773,0.05087566103511337,0.002529319001322889,0.0025293201513460913,1.1500232021018075e-09,gamma_low,0.19045229629793345,0.784,0.04168693834703355,0.007929026149689064,0.007929025636852714,gamma_low
33043,0.12254763282835485,0.025,0.0,0.9155024856328964,0.17607227711278536,0.007233718341562059,0.007233718345537019,3.9749601180028016e-12,gamma_high,0.12507510063242816,0.896,0.2187761623949553,0.0161694851302472,0.016169485071371135,gamma_low
33044,0.10338540133088828,0.025,0.0,0.6888324446976185,0.9139027898522162,0.008236433535760257,0.008236433469054782,-6.670547447740205e-11,a1_low,0.09801448618223052,0.76,0.758577575029184,0.018828806591930335,0.01882880660965499,m_high
33045,0.17294608373194936,0.025,0.0,0.8035957217216492,0.03155815723109217,0.002488249842444386,0.0024882510405309717,1.1980865856700551e-09,gamma_high,0.17377482206558115,0.8,0.04168693834703355,0.01063624246405015,0.010636242977190907,gamma_low
33046,0.14598084618337454,0.025,0.0,0.553718090057373,0.2631688906632081,0.006590357690706136,0.006590357992097518,3.0139138147006195e-10,gamma_low,0.14178573759957908,0.5760000000000001,0.20892961308540398,0.019348477544478552,0.01934847768410625,gamma_low
33047,0.07402613130398095,0.025,0.0,1.1390044517815112,0.07612611252053242,0.0023152852403499845,0.0023152852959623287,5.561234415682459e-11,gamma_low,0.07357529721656283,1.1440000000000001,0.06309573444801933,0.006251309491816296,0.006251309428998399,gamma_low
33048,0.0862878446467221,0.025,0.0,0.7021002382040024,0.22960080411094524,0.00512523462853821,0.0051252343700408255,-2.584973849556471e-10,gamma_low,0.08463220397914144,0.72,0.19054607179632474,0.01276289882727919,0.012762899113878956,gamma_low
33049,0.15730409706011417,0.025,0.0,0.9934527195990085,0.06873321250530955,0.005172460738483803,0.005172460870803821,1.3232001778995528e-10,gamma_low,0.15593569707524568,1.0,0.05011872336272725,0.010552534161272002,0.010552534073438605,gamma_low
33050,0.16556870876811447,0.025,0.0,0.4435758747160435,0.5725733007986723,0.004713434756304711,0.004713434390951739,-3.6535297270184897e-10,a1_low,0.15952579549449075,0.47200000000000003,0.5011872336272722,0.02470871010699425,0.02470871000984737,gamma_low
