state_id,a1,a2,a3,m,gamma,continuous_mahalanobis
156,0.1089262992143631,0.025,0.0,1.161494150366634,0.2531374712754041,3.4245037046076687
157,0.12118417788296938,0.025,0.0,1.5272254976443946,0.3908636651653796,3.281616648227549
158,0.14041267670691013,0.025,0.0,1.485175179205835,0.36863682912662626,3.3797429459540957
159,0.083654360845685,0.025,0.0,1.4410805022157729,0.4869720848929137,3.1580417397573783
160,0.08368269968777896,0.025,0.0,1.2135191401373595,0.6304599511623382,3.0559313515273807
161,0.13526135198771955,0.025,0.0,0.9228168129175901,0.237336908550933,4.028508244606524
162,0.1301680650562048,0.025,0.0,1.2455544383544475,0.4927623635344207,3.312681186697959
163,0.09286019299179316,0.025,0.0,1.2292856609169394,0.5863266515173018,3.173223471363229
164,0.18401088733226062,0.025,0.0,1.2769169251900165,0.1491446029301733,3.2279603026598824
165,0.13548761922866107,0.025,0.0,0.9575037602242082,0.28895247080363334,4.2529904090408435
166,0.0837576212361455,0.025,0.0,0.9654412972927093,0.5390910928323865,3.3826410388183255
167,0.14064744655042888,0.025,0.0,0.850102715631947,0.3874053832795471,3.281019584173791
168,0.0996712738648057,0.025,0.0,1.461190415704623,0.415967425769195,3.4392878274203134
169,0.1021916076540947,0.025,0.0,1.09064131911844,0.5772699768096209,3.184773971712336
170,0.15523888282477857,0.025,0.0,1.1629123181011527,0.35540512459352613,3.8179296892667858
171,0.19643734227865936,0.025,0.0,1.175477028209716,0.32576486316509545,3.854332244487906
172,0.12200961578637362,0.025,0.0,1.5577951309364289,0.3369933004677296,3.5078657704176246
173,0.13886140733957292,0.025,0.0,1.1645235603954642,0.4195690874848515,3.6330061496220605
174,0.18079079464077952,0.025,0.0,0.9063502460438758,0.19596269606612624,4.208231494979174
175,0.19864918533712628,0.025,0.0,1.445109493844211,0.3271320020314306,3.521273261065376
176,0.08900408577173949,0.025,0.0,0.7499442772101611,0.23141995320096612,3.10083951059656
177,0.1651797628030181,0.025,0.0,0.8886131923366338,0.1827347708493471,3.883407045015743
178,0.08433188386261464,0.025,0.0,1.1623221764434128,0.5406728883832693,3.482861383420599
179,0.15699447635561228,0.025,0.0,0.8710887862276286,0.15034587969072163,3.358722392463119
180,0.11822067089378835,0.025,0.0,0.9401861285045743,0.2202450901735574,3.5889942801791053
181,0.17091136481612923,0.025,0.0,0.9687617378868163,0.1462097337655723,3.3975853817882586
182,0.07155962996184827,0.025,0.0,0.8444713610224426,0.5385941786598414,3.153734924367036
183,0.08918360080569983,0.025,0.0,0.83328514251858,0.36898145685903727,3.6244408492457523
184,0.1204497316852212,0.025,0.0,1.1961703613214194,0.23751380710862577,3.886773798646937
185,0.1608319215476513,0.025,0.0,1.7188391296286136,0.2556173002440482,3.0371194987452546
186,0.1967696610838175,0.025,0.0,0.9009669765923173,0.30230789608322084,3.6027757188313467
187,0.10468626767396927,0.025,0.0,1.1232762980926783,0.6452164738345891,3.049359119830829
188,0.1075527373701334,0.025,0.0,0.7876912052556873,0.45366798697039484,3.0051205333237756
189,0.09847111832350493,0.025,0.0,1.0372001131717115,0.4725865833926946,3.685334960916264
190,0.10441641882061958,0.025,0.0,1.4660826578363777,0.2888742908649147,3.0456531168387166
191,0.10964129585772753,0.025,0.0,1.510221770312637,0.4299572534114122,3.224207918420032
192,0.1679155893623829,0.025,0.0,1.2626309979241341,0.44577736273407936,3.241370835923097
193,0.16747383363544943,0.025,0.0,0.8479169404413551,0.34970825010910633,3.212213528479395
194,0.16086234990507364,0.025,0.0,0.8894009343907238,0.21891208962537348,4.235668975342065
195,0.12214111648499966,0.025,0.0,1.039652141733095,0.4370843912102282,3.6503240432760076
196,0.1680409671738744,0.025,0.0,0.9047657325025648,0.2169129659049213,4.20870515233142
197,0.1935977576300502,0.025,0.0,1.0077693560533225,0.3057730026822537,3.6378688274246693
198,0.15651889350265266,0.025,0.0,1.4872006485983729,0.2831294267158955,3.658613875336301
199,0.19685705807060006,0.025,0.0,0.940531248562038,0.14396818612702192,3.6074110401347745
200,0.15218846276402476,0.025,0.0,1.1783365803677588,0.25935181152075526,4.266133158353539
201,0.16775162126868964,0.025,0.0,1.4367196029331535,0.28781568583101036,3.684297025316143
202,0.19934160094708206,0.025,0.0,1.2956875784043222,0.3557189590577036,3.6115842944794636
203,0.19831418078392746,0.025,0.0,0.9893197870347649,0.26320666991174224,4.037148980336552
204,0.09907047376036644,0.025,0.0,0.8412829666212202,0.46814038508571687,3.249202138482363
205,0.12907254062592985,0.025,0.0,0.9049259437806905,0.24142177323810757,3.9607358903996315
206,0.1294988552108407,0.025,0.0,0.8178660899680108,0.34664969707839194,3.4773666167540718
207,0.11267869845032692,0.025,0.0,1.0060950244870037,0.46737137673422696,3.5425461756671064
208,0.10615937262773514,0.025,0.0,0.9704411086626351,0.31239234752021733,3.8956440951211673
209,0.1857444303110242,0.025,0.0,1.5511024194676428,0.2867502376437187,3.2998091395481253
210,0.08483333084732295,0.025,0.0,1.0566090520471334,0.538627808028832,3.4824188639690212
