gamma_1,gamma_2,delta_gamma,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
0.0018124175473742377,0.0018249932448161524,1.257569744191468e-05,0.002,9.313225746154785e-08,2.442152619036935e-08,2.442152619036935e-07,1.356225129976424e-06,0.01800698545586888,3.601397091173776e-05,0.006781125649882119,0.0006781125649882121
0.0018249932448161524,0.0018376562003881705,1.2662955572018087e-05,0.002,9.685754776000977e-08,2.4556558690481404e-08,2.45565586904814e-07,1.3637258683021712e-06,0.018006961121192298,3.6013922242384595e-05,0.006818629341510855,0.0006818629341510856
0.0018376562003881705,0.0018504070195423021,1.2750819154131636e-05,0.002,9.685754776000977e-08,2.4864481422544574e-08,2.4864481422544573e-07,1.3808279563055186e-06,0.018006936569470153,3.601387313894031e-05,0.006904139781527591,0.0006904139781527592
0.0018504070195423021,0.0018632463119315598,1.283929238925772e-05,0.002,9.685754776000977e-08,2.499152547372258e-08,2.4991525473722576e-07,1.3878851497872793e-06,0.018006911794937082,3.6013823589874165e-05,0.0069394257489363955,0.0006939425748936397
0.0018632463119315598,0.0018761746914391214,1.2928379507561602e-05,0.002,9.685754776000977e-08,2.5192017419499973e-08,2.5192017419499973e-07,1.3990212526178827e-06,0.01800688686634321,3.601377373268642e-05,0.006995106263089413,0.0006995106263089413
0.0018761746914391214,0.0018891927762076663,1.3018084768544888e-05,0.002,9.685754776000977e-08,2.513829233353394e-08,2.5138292333533937e-07,1.3960396063944352e-06,0.018006861852908916,3.601372370581783e-05,0.0069801980319721775,0.0006980198031972179
0.0018891927762076663,0.0019023011886689439,1.3108412461277546e-05,0.002,1.0058283805847168e-07,2.545740914152234e-08,2.5457409141522344e-07,1.4137635366068135e-06,0.01800683670384009,3.601367340768018e-05,0.007068817683034068,0.0007068817683034067
0.0019023011886689439,0.0019155005555735278,1.3199366904583952e-05,0.002,9.685754776000977e-08,2.5732410715018852e-08,2.573241071501885e-07,1.4290376194190253e-06,0.01800681127308626,3.601362254617252e-05,0.007145188097095125,0.0007145188097095125
0.0019155005555735278,0.0019287915080207778,1.3290952447249978e-05,0.002,1.0058283805847168e-07,2.5777412310997995e-08,2.5777412310997996e-07,1.4315387975377173e-06,0.018006785673804857,3.6013571347609715e-05,0.007157693987688585,0.0007157693987688585
0.0019287915080207778,0.0019421746814890265,1.3383173468248721e-05,0.002,1.0058283805847168e-07,2.615147321994387e-08,2.615147321994387e-07,1.4523142091492182e-06,0.018006759870003407,3.601351974000681e-05,0.00726157104574609,0.0007261571045746089
0.0019421746814890265,0.001955650715865949,1.3476034376922645e-05,0.002,1.0058283805847168e-07,2.6058690225465595e-08,2.6058690225465597e-07,1.4471636186499488e-06,0.018006733923960593,3.6013467847921186e-05,0.007235818093249742,0.0007235818093249742
0.001955650715865949,0.0019692202554791715,1.3569539613222329e-05,0.002,1.043081283569336e-07,2.62950233211378e-08,2.62950233211378e-07,1.4602904347299944e-06,0.018006707909443857,3.6013415818887714e-05,0.007301452173649972,0.0007301452173649973
0.0019692202554791715,0.0019828839491270716,1.36636936479001e-05,0.002,1.0058283805847168e-07,2.6584569858077844e-08,2.6584569858077844e-07,1.476372515723536e-06,0.018006681630109704,3.6013363260219406e-05,0.00738186257861768,0.000738186257861768
