state_id,candidate_id,a1,a2,a3,m,gamma,continuous_mahalanobis
143,1163,0.10484902635216714,0.025,0.0,1.4553595721535384,0.7595145438611507,2.1993894810917776
144,31347,0.13630104586482047,0.025,0.0,1.7249691917654126,0.46493970800191164,2.342514915237741
145,21524,0.11117679234594108,0.025,0.0,0.5571200321335346,0.23226428971625865,2.0293585513133854
146,11519,0.15736604724079373,0.025,0.0,1.1883827606588602,0.6349568212591111,2.618789065411286
147,42187,0.10225609540939332,0.025,0.0,1.7415819235146046,0.6257168713770807,1.8199906235179586
148,16211,0.12669574394822122,0.025,0.0,1.7905939089506864,0.6058879917208105,1.9384857574529792
149,18511,0.17091436255723239,0.025,0.0,1.4757738323975353,0.7275562439765781,2.02935473789469
150,2287,0.16664616893976927,0.025,0.0,1.7183234715275466,0.7899117869511246,1.5296969302359236
151,47075,0.13893923275172712,0.025,0.0,1.2314644156862051,0.4516119383927435,3.445261153505851
152,25863,0.1757726224139333,0.025,0.0,1.047631612289697,0.7492646074201912,2.137292665899951
153,30933,0.055477156303822994,0.025,0.0,1.4796603732276707,0.6416286201309412,1.8038939641971672
154,5071,0.16993335634469986,0.025,0.0,1.1948076934646814,0.30950733232311906,3.9161658579787506
155,21151,0.1503099100664258,0.025,0.0,1.2510314326547087,0.9600590307638049,1.9360285265464703
156,24875,0.10674304347485304,0.025,0.0,1.1704004944581539,0.14764297332614662,2.4018835895321526
157,29672,0.1983653422445059,0.025,0.0,0.7791401930805296,0.43481586096808317,2.5019008730060004
158,21797,0.06346920300275087,0.025,0.0,1.4482153241615743,0.8889135476201773,2.365197959173877
159,36267,0.10797979887574911,0.025,0.0,1.0334004213288426,0.7327856016345322,2.5252934435633345
160,33875,0.12784028444439174,0.025,0.0,1.7778926805593074,0.11742294780910015,1.542147133508596
161,24803,0.13752684444189073,0.025,0.0,1.1132547504361718,0.7702824494801461,2.2958021989849207
162,25634,0.09486080873757602,0.025,0.0,0.8096241820510477,0.5842153174150735,2.672221171802367
163,22060,0.12527773529291153,0.025,0.0,0.8355779791343957,0.83055001469329,1.890337032783435
164,5755,0.11405475772917271,0.025,0.0,1.0888217808492482,0.526263671880588,3.3198570670424696
165,7564,0.13617278281599285,0.025,0.0,0.9305180853791535,0.490056566670537,3.083223706475469
166,16808,0.19526540078222754,0.025,0.0,0.9758032353036106,0.8021449396852404,1.9969016998039053
167,23111,0.1795553417876363,0.025,0.0,1.5029152890574187,0.28286092745140196,3.4743824166466712
168,21162,0.05375592224299908,0.025,0.0,0.9714848329219967,0.15175816013477744,1.6710546477581314
169,32703,0.15943112559616568,0.025,0.0,1.5359253434929996,0.4402948784735054,2.8644182860697516
170,24855,0.19752199985086918,0.025,0.0,1.2052835076022894,0.704808656135574,2.36901793175158
171,5316,0.11563159227371217,0.025,0.0,0.8467886968329549,0.3661137210391462,3.6481888839520864
172,47266,0.09681073985993863,0.025,0.0,0.5761475182324648,0.5813688136264682,1.5959402493581611
173,3882,0.05558070838451386,0.025,0.0,1.0049891265016049,0.3225603837147355,2.471297494351027
174,34892,0.13231125250458717,0.025,0.0,0.9384830462001265,0.14877638927660883,3.0269366831291857
175,12535,0.19293610490858557,0.025,0.0,1.0909329909365624,0.4446702683065087,3.0837406550771105
176,6656,0.1563683293759823,0.025,0.0,0.574542023120448,0.3559952428471297,1.5737244675835869
177,2588,0.13829237315803766,0.025,0.0,0.9788096584565937,0.5889816825464368,2.7638148769652013
178,16192,0.16086234990507364,0.025,0.0,0.8894009343907238,0.21891208962537348,4.235668975342065
179,20562,0.08498357739299536,0.025,0.0,0.7594519663508982,0.3721496607735753,3.518256798930813
180,30316,0.12855935636907817,0.025,0.0,0.5736503332387656,0.30973058397881686,1.8350837818746788
181,6888,0.19739637468010188,0.025,0.0,0.8754068513028324,0.6768839950207621,2.1104805031706837
182,34352,0.16989864446222783,0.025,0.0,0.8316959252208471,0.3821456684637815,2.9703792452714337
183,14315,0.1109664510935545,0.025,0.0,1.1935614815726876,0.4541710306610912,3.6816271876964937
184,12044,0.13459909986704588,0.025,0.0,0.7498096622992307,0.2941086734738201,3.3450191980886
185,28135,0.18401088733226062,0.025,0.0,1.2769169251900165,0.1491446029301733,3.2279603026598824
186,37200,0.16343641672283413,0.025,0.0,0.850514362892136,0.9599078249186277,1.6740177966518859
