state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
107,0.08275428414344788,0.013963683508336544,167,0.08505692332983017,0.04027170315384865,1.3382401340602204,4.539496346986064e-05,train,1260,0.018931284546852112,0.08333218097686768,0.027941517531871796
108,0.07050382345914841,0.010115794837474823,39,0.10934481024742126,0.9305720329284668,1.7312474803517581,5.7126439436533204e-05,train,8520,0.011928269639611244,0.07085920125246048,0.020241839811205864
109,0.1131221204996109,0.9605058431625366,106,0.07305382192134857,0.031531888991594315,1.7073377164350108,5.6561007145790066e-05,train,6421,0.7858856320381165,0.0926414504647255,0.48000967502593994
110,0.13833923637866974,0.9914025068283081,7,0.09143427759408951,0.07673615217208862,1.7064268314128486,5.856520188450439e-05,train,924,0.9434286952018738,0.11289212107658386,0.4954501986503601
111,0.060890279710292816,0.025409726426005363,149,0.09561626613140106,0.9971259236335754,1.4483980891699997,4.6669368588345273e-05,train,4714,0.013214926235377789,0.060506489127874374,0.012698428705334663
112,0.06337306648492813,0.010870511643588543,136,0.0979958176612854,0.9942600727081299,1.66987810930266,5.409018306873611e-05,train,16030,0.01173004787415266,0.0637165829539299,0.021752040833234787
113,0.19395548105239868,0.6456542015075684,86,0.196960911154747,0.7099863290786743,1.6980333738641895,6.504370756034088e-05,train,10597,0.9027999639511108,0.1663786768913269,0.3226636052131653
114,0.11752236634492874,0.9172759056091309,122,0.07802055031061172,0.017478331923484802,1.6667601621432058,5.581552162452475e-05,train,7668,0.7895453572273254,0.09674933552742004,0.4584057033061981
115,0.07956147938966751,0.011547819711267948,100,0.12088678032159805,0.8861352205276489,1.6797761077815538,5.656250301662753e-05,train,3361,0.015091083012521267,0.08001990616321564,0.023107342422008514
116,0.12330308556556702,0.888689398765564,38,0.08140330761671066,0.018620871007442474,1.6793100036914,5.674284365634761e-05,train,14243,0.805472731590271,0.10187792778015137,0.4441196620464325
117,0.09945187717676163,0.01118793711066246,12,0.13747751712799072,0.6918309926986694,1.65574857567932,5.814912165533754e-05,train,18631,0.01748373731970787,0.10000686347484589,0.02238721214234829
118,0.14678575098514557,0.3019951581954956,168,0.17273905873298645,0.6606934666633606,1.3407959680345536,4.983054048720174e-05,train,5271,0.3546312153339386,0.13578227162361145,0.15092110633850098
119,0.06511521339416504,0.012232070788741112,24,0.09931587427854538,0.9549925923347473,1.6288640098076264,5.29726618292348e-05,train,18183,0.013538886792957783,0.06551288813352585,0.024476539343595505
120,0.19800153374671936,0.3630780577659607,14,0.16847684979438782,0.06569011509418488,1.6280218120652048,6.526826219755205e-05,train,12739,0.5315351486206055,0.18040300905704498,0.1814470887184143
121,0.13847716152668,0.3226636052131653,10,0.12008801847696304,0.021195808425545692,1.6153060060336464,5.914260976286556e-05,test,967,0.3636113405227661,0.1274329125881195,0.16125009953975677
122,0.07802055031061172,0.017478331923484802,11,0.1148306131362915,0.8058421611785889,1.6144758518718818,5.415464963961765e-05,val,16274,0.022720275446772575,0.07870472967624664,0.03497437760233879
123,0.1997404247522354,0.4204845130443573,54,0.16178055107593536,0.021752040833234787,1.6134007992348076,6.430128632654623e-05,val,17474,0.6202484965324402,0.17951925098896027,0.21013577282428741
124,0.141951322555542,0.9549925923347473,22,0.14421115815639496,0.9549925923347473,1.6086329231218066,5.572560288226345e-05,val,8755,0.9427553415298462,0.11632661521434784,0.4772544503211975
125,0.15854975581169128,0.03002617508172989,142,0.19939997792243958,0.4954501986503601,1.5592459612531748,6.155988502349172e-05,val,11986,0.03322497010231018,0.15736767649650574,0.015005483292043209
126,0.05879424884915352,0.014919353649020195,13,0.09264887124300003,0.9772372245788574,1.594747310852593,5.1188262664485e-05,test,13926,0.015207899734377861,0.05923331528902054,0.029853826388716698
127,0.12300688773393631,0.223872110247612,2,0.11126109957695007,0.05463865399360657,1.5890597632853802,5.707641099095495e-05,test,2505,0.22644826769828796,0.11609450727701187,0.111879363656044
128,0.1469143033027649,0.19386526942253113,42,0.13253150880336761,0.014412854798138142,1.5847350749094626,5.973791837708864e-05,val,3792,0.22197359800338745,0.13975004851818085,0.09688354283571243
129,0.08345841616392136,0.9549925923347473,171,0.05375935882329941,0.021627185866236687,1.3082138606504439,4.146205578577269e-05,test,13496,0.6044005155563354,0.06839270144701004,0.4772544503211975
130,0.0980086699128151,0.12338148802518845,47,0.09237011522054672,0.03715352341532707,1.564144645394434,5.4083143095203374e-05,val,18480,0.1007026806473732,0.09496797621250153,0.06165950000286102
131,0.15996117889881134,0.019442405551671982,172,0.19636963307857513,0.4120975136756897,1.3071482284806042,5.191217547770069e-05,val,19859,0.04390203207731247,0.16152434051036835,0.03890451416373253
132,0.1240399107336998,0.2925836145877838,46,0.1065056249499321,0.020241839811205864,1.5495440381179815,5.5318351729616035e-05,val,15650,0.302035927772522,0.11501545459032059,0.1462177187204361
133,0.05154723674058914,0.010964781977236271,50,0.07452180236577988,0.7286181449890137,1.5410593273307585,4.8646399855452176e-05,test,11142,0.009899183176457882,0.05182909592986107,0.021940676495432854
134,0.15577548742294312,0.7563973665237427,2,0.11126109957695007,0.05463865399360657,1.5400780525297824,5.523030370963985e-05,val,7080,0.8686122894287109,0.13115878403186798,0.3780071437358856
135,0.14006054401397705,0.39582207798957825,17,0.17337214946746826,0.906775951385498,1.5342575066071407,5.5705690994034076e-05,test,12260,0.45124074816703796,0.12661199271678925,0.1978107988834381
136,0.0979958176612854,0.9942600727081299,41,0.06305022537708282,0.048000968992710114,1.524464070110169,4.929468781294132e-05,test,12251,0.7097231149673462,0.07994415611028671,0.4968782663345337
137,0.19524569809436798,0.23442287743091583,57,0.17324677109718323,0.01788545586168766,1.5227369433791529,6.205485248337534e-05,val,14133,0.33225739002227783,0.18376867473125458,0.11715207993984222
138,0.15095281600952148,0.010901845060288906,4,0.16994507610797882,0.223872110247612,1.5144232784242004,5.922412299686687e-05,val,2728,0.023263845592737198,0.15177343785762787,0.0218147374689579
139,0.07081256806850433,0.7695733308792114,6,0.05454977601766586,0.1712971031665802,1.5109990541233187,4.7428378607119946e-05,test,19148,0.45689085125923157,0.05950086936354637,0.3845917880535126
140,0.07239033281803131,0.9467819929122925,56,0.05003120005130768,0.0949511006474495,1.50734314848017,4.705766274341343e-05,val,270,0.5308037996292114,0.05938051640987396,0.4731512665748596
141,0.09961265325546265,0.213181734085083,47,0.09237011522054672,0.03715352341532707,1.5059941845911875,5.191634880798273e-05,test,9671,0.18218369781970978,0.09427745640277863,0.10653688758611679
142,0.19939997792243958,0.4954501986503601,49,0.15563663840293884,0.014084777794778347,1.488974438396799,5.8691943350134896e-05,test,3990,0.7265456318855286,0.17622585594654083,0.24759963154792786
143,0.06644506752490997,0.9971259236335754,59,0.054221902042627335,0.44539979100227356,1.4864738165596163,4.589634680019633e-05,test,833,0.5057839155197144,0.054187994450330734,0.4983104467391968
144,0.1982283741235733,0.6419482231140137,19,0.1980680376291275,0.6165950298309326,1.4859841718990812,5.747875470101538e-05,test,5024,0.9126152396202087,0.17015838623046875,0.32081153988838196
